filename,algorithm,,population,stepSize,time,memory,generation
gosperglidergun.rle,hashlife,,778,2,3.74,26197784,4368
gosperglidergun.rle,hashlife,,779,2,4.43,16306896,4370
gosperglidergun.rle,hashlife,,774,2,3.8,10317920,4372
gosperglidergun.rle,hashlife,,768,2,3.8,11566056,4374
gosperglidergun.rle,hashlife,,772,2,3.77,12807464,4376
gosperglidergun.rle,hashlife,,775,2,3.75,14035400,4378
gosperglidergun.rle,hashlife,,766,2,3.715,15255088,4380
gosperglidergun.rle,hashlife,,773,2,3.74,16492144,4382
gosperglidergun.rle,hashlife,,781,2,3.82,17740064,4384
gosperglidergun.rle,hashlife,,781,2,2.895,10783536,4386
gosperglidergun.rle,hashlife,,791,2,2.915,11731072,4388
gosperglidergun.rle,hashlife,,778,2,7.985,14739304,4390
gosperglidergun.rle,hashlife,,784,2,3.57,15872248,4392
gosperglidergun.rle,hashlife,,786,2,3.63,17035392,4394
gosperglidergun.rle,hashlife,,774,2,3.58,8957400,4396
gosperglidergun.rle,hashlife,,783,2,3.53,10106416,4398
gosperglidergun.rle,hashlife,,784,2,3.935,11291432,4400
gosperglidergun.rle,hashlife,,779,2,3.85,12893456,4402
gosperglidergun.rle,hashlife,,773,2,3.68,14102872,4404
gosperglidergun.rle,hashlife,,777,2,3.7,15313680,4406
gosperglidergun.rle,hashlife,,780,2,3.685,16520608,4408
gosperglidergun.rle,hashlife,,771,2,3.565,17694728,4410
gosperglidergun.rle,hashlife,,778,2,3.605,18883368,4412
gosperglidergun.rle,hashlife,,786,2,3.71,20107312,4414
gosperglidergun.rle,hashlife,,786,2,3.76,21359592,4416
gosperglidergun.rle,hashlife,,796,2,3.864999999,10943568,4418
gosperglidergun.rle,hashlife,,783,2,2.845,11868456,4420
gosperglidergun.rle,hashlife,,789,2,2.985,12817832,4422
gosperglidergun.rle,hashlife,,791,2,7.98,15861264,4424
gosperglidergun.rle,hashlife,,779,2,3.595,17027648,4426
gosperglidergun.rle,hashlife,,788,2,3.46,18133128,4428
gosperglidergun.rle,hashlife,,789,2,3.665,19317984,4430
gosperglidergun.rle,hashlife,,784,2,3.734999999,20522104,4432
gosperglidergun.rle,hashlife,,778,2,3.785,9283216,4434
gosperglidergun.rle,hashlife,,782,2,3.79,10869616,4436
gosperglidergun.rle,hashlife,,785,2,3.695,12061416,4438
gosperglidergun.rle,hashlife,,776,2,3.635,13232928,4440
gosperglidergun.rle,hashlife,,783,2,3.615,14426200,4442
gosperglidergun.rle,hashlife,,791,2,3.62,15625824,4444
gosperglidergun.rle,hashlife,,791,2,3.725,16853944,4446
gosperglidergun.rle,hashlife,,801,2,3.74,18101664,4448
gosperglidergun.rle,hashlife,,788,2,3.835,19385472,4450
gosperglidergun.rle,hashlife,,794,2,3.875,20681408,4452
gosperglidergun.rle,hashlife,,796,2,2.86,21621744,4454
gosperglidergun.rle,hashlife,,784,2,3.32,11330528,4456
gosperglidergun.rle,hashlife,,793,2,7.725,13150448,4458
gosperglidergun.rle,hashlife,,794,2,3.61,14335792,4460
gosperglidergun.rle,hashlife,,789,2,3.63,15513968,4462
gosperglidergun.rle,hashlife,,783,2,3.605,16687384,4464
gosperglidergun.rle,hashlife,,787,2,3.61,17854432,4466
gosperglidergun.rle,hashlife,,790,2,3.625,9216168,4468
gosperglidergun.rle,hashlife,,781,2,3.585,10743048,4470
gosperglidergun.rle,hashlife,,788,2,3.48,11900952,4472
gosperglidergun.rle,hashlife,,796,2,3.6,13073520,4474
gosperglidergun.rle,hashlife,,796,2,3.629999999,14268488,4476
gosperglidergun.rle,hashlife,,806,2,3.635,15476912,4478
gosperglidergun.rle,hashlife,,793,2,3.79,16714656,4480
gosperglidergun.rle,hashlife,,799,2,3.79,17970616,4482
gosperglidergun.rle,hashlife,,801,2,3.96,19268672,4484
gosperglidergun.rle,hashlife,,789,2,3.99,20604672,4486
gosperglidergun.rle,hashlife,,798,2,2.91,21552960,4488
gosperglidergun.rle,hashlife,,799,2,2.89,11033976,4490
gosperglidergun.rle,hashlife,,794,2,7.885,14064552,4492
gosperglidergun.rle,hashlife,,788,2,3.735,15269064,4494
gosperglidergun.rle,hashlife,,792,2,3.515000001,16410592,4496
gosperglidergun.rle,hashlife,,795,2,3.53,17538864,4498
gosperglidergun.rle,hashlife,,786,2,7.415,9322264,4500
gosperglidergun.rle,hashlife,,793,2,3.41,10444816,4502
gosperglidergun.rle,hashlife,,801,2,3.675,12371976,4504
gosperglidergun.rle,hashlife,,801,2,3.615,13558344,4506
gosperglidergun.rle,hashlife,,811,2,3.660000001,14758496,4508
gosperglidergun.rle,hashlife,,798,2,3.765,16002352,4510
gosperglidergun.rle,hashlife,,804,2,3.705,17236384,4512
gosperglidergun.rle,hashlife,,806,2,3.83,18498080,4514
gosperglidergun.rle,hashlife,,794,2,3.884999999,19795568,4516
gosperglidergun.rle,hashlife,,803,2,3.815,21070216,4518
gosperglidergun.rle,hashlife,,804,2,3.935,11316016,4520
gosperglidergun.rle,hashlife,,799,2,2.9,12267720,4522
gosperglidergun.rle,hashlife,,793,2,2.96,13229472,4524
gosperglidergun.rle,hashlife,,797,2,7.92,16245352,4526
gosperglidergun.rle,hashlife,,800,2,3.515,17374648,4528
gosperglidergun.rle,hashlife,,791,2,3.425,18466464,4530
gosperglidergun.rle,hashlife,,798,2,3.42,19563880,4532
gosperglidergun.rle,hashlife,,806,2,3.475,20674312,4534
gosperglidergun.rle,hashlife,,806,2,3.515,21803656,4536
gosperglidergun.rle,hashlife,,816,2,3.575,22964848,4538
gosperglidergun.rle,hashlife,,803,2,3.785,13286352,4540
gosperglidergun.rle,hashlife,,809,2,3.879999999,14502520,4542
gosperglidergun.rle,hashlife,,811,2,3.965,15762984,4544
gosperglidergun.rle,hashlife,,799,2,3.810000001,17015568,4546
gosperglidergun.rle,hashlife,,808,2,3.8,18234856,4548
gosperglidergun.rle,hashlife,,809,2,3.955,19532128,4550
gosperglidergun.rle,hashlife,,804,2,4.025,10239536,4552
gosperglidergun.rle,hashlife,,798,2,3.995,11573648,4554
gosperglidergun.rle,hashlife,,802,2,2.915,12525680,4556
gosperglidergun.rle,hashlife,,805,2,2.935000001,13490400,4558
gosperglidergun.rle,hashlife,,796,2,7.78,16466360,4560
gosperglidergun.rle,hashlife,,803,2,3.44,17568808,4562
gosperglidergun.rle,hashlife,,811,2,3.405,18650576,4564
gosperglidergun.rle,hashlife,,811,2,3.51,19768072,4566
gosperglidergun.rle,hashlife,,821,2,3.61,20918192,4568
gosperglidergun.rle,hashlife,,808,2,3.73,22095056,4570
gosperglidergun.rle,hashlife,,814,2,3.78,12424040,4572
gosperglidergun.rle,hashlife,,816,2,3.83,13676256,4574
gosperglidergun.rle,hashlife,,804,2,3.93,14930808,4576
gosperglidergun.rle,hashlife,,813,2,3.73,16147216,4578
gosperglidergun.rle,hashlife,,814,2,3.83,17406264,4580
gosperglidergun.rle,hashlife,,809,2,3.925,18694392,4582
gosperglidergun.rle,hashlife,,803,2,3.955,19997304,4584
gosperglidergun.rle,hashlife,,807,2,3.975,21308344,4586
gosperglidergun.rle,hashlife,,810,2,3.925,22602992,4588
gosperglidergun.rle,hashlife,,801,2,2.95,23555800,4590
gosperglidergun.rle,hashlife,,808,2,2.92,13218968,4592
gosperglidergun.rle,hashlife,,816,2,7.995,16191280,4594
gosperglidergun.rle,hashlife,,816,2,3.5,17291248,4596
gosperglidergun.rle,hashlife,,826,2,3.47,18387232,4598
gosperglidergun.rle,hashlife,,813,2,3.7,19539312,4600
gosperglidergun.rle,hashlife,,819,2,3.655,20695656,4602
gosperglidergun.rle,hashlife,,821,2,3.78,21895024,4604
gosperglidergun.rle,hashlife,,809,2,4.21,23762208,4606
gosperglidergun.rle,hashlife,,818,2,3.97,24945544,4608
gosperglidergun.rle,hashlife,,819,2,4.524999999,15288880,4610
gosperglidergun.rle,hashlife,,814,2,4.505,9867424,4612
gosperglidergun.rle,hashlife,,808,2,3.745000001,11123936,4614
gosperglidergun.rle,hashlife,,812,2,3.825,12388696,4616
gosperglidergun.rle,hashlife,,815,2,3.825,13656576,4618
gosperglidergun.rle,hashlife,,806,2,3.845,14914952,4620
gosperglidergun.rle,hashlife,,813,2,3.755,10132280,4622
gosperglidergun.rle,hashlife,,821,2,3.1,11082160,4624
gosperglidergun.rle,hashlife,,821,2,2.93,12041936,4626
gosperglidergun.rle,hashlife,,831,2,8.01,15096184,4628
gosperglidergun.rle,hashlife,,818,2,4.2,16266672,4630
gosperglidergun.rle,hashlife,,824,2,3.705,7988784,4632
gosperglidergun.rle,hashlife,,826,2,3.775,9188592,4634
gosperglidergun.rle,hashlife,,814,2,3.675,10385984,4636
gosperglidergun.rle,hashlife,,823,2,3.845,11550744,4638
gosperglidergun.rle,hashlife,,824,2,3.97,13173632,4640
gosperglidergun.rle,hashlife,,819,2,4.01,14429216,4642
gosperglidergun.rle,hashlife,,813,2,3.88,15674792,4644
gosperglidergun.rle,hashlife,,817,2,3.96,16918624,4646
gosperglidergun.rle,hashlife,,820,2,3.89,18145816,4648
gosperglidergun.rle,hashlife,,811,2,3.72,19356296,4650
gosperglidergun.rle,hashlife,,818,2,3.739999999,20588360,4652
gosperglidergun.rle,hashlife,,826,2,3.825,10410984,4654
gosperglidergun.rle,hashlife,,826,2,3.99,11700768,4656
gosperglidergun.rle,hashlife,,836,2,2.995,12637080,4658
gosperglidergun.rle,hashlife,,823,2,3.23,13587248,4660
gosperglidergun.rle,hashlife,,829,2,8.235,16616336,4662
gosperglidergun.rle,hashlife,,831,2,3.81,17809336,4664
gosperglidergun.rle,hashlife,,819,2,4.015,18959592,4666
gosperglidergun.rle,hashlife,,828,2,3.52,20089816,4668
gosperglidergun.rle,hashlife,,829,2,3.7,21291208,4670
gosperglidergun.rle,hashlife,,824,2,3.89,11507696,4672
gosperglidergun.rle,hashlife,,818,2,3.975,13114032,4674
gosperglidergun.rle,hashlife,,822,2,3.96,14323608,4676
gosperglidergun.rle,hashlife,,825,2,3.885,15535144,4678
gosperglidergun.rle,hashlife,,816,2,3.959999999,16732080,4680
gosperglidergun.rle,hashlife,,823,2,3.66,17931320,4682
gosperglidergun.rle,hashlife,,831,2,3.815,19156096,4684
gosperglidergun.rle,hashlife,,831,2,3.95,20422440,4686
gosperglidergun.rle,hashlife,,841,2,3.98,21709536,4688
gosperglidergun.rle,hashlife,,828,2,4.605,10906488,4690
gosperglidergun.rle,hashlife,,834,2,2.905,11857944,4692
gosperglidergun.rle,hashlife,,836,2,2.95,12824304,4694
gosperglidergun.rle,hashlife,,824,2,7.984999999,15875888,4696
gosperglidergun.rle,hashlife,,833,2,3.605,17036592,4698
gosperglidergun.rle,hashlife,,834,2,3.62,18212576,4700
gosperglidergun.rle,hashlife,,829,2,3.67,19424520,4702
gosperglidergun.rle,hashlife,,823,2,3.695,20636240,4704
gosperglidergun.rle,hashlife,,827,2,3.66,21827168,4706
gosperglidergun.rle,hashlife,,830,2,3.75,12845792,4708
gosperglidergun.rle,hashlife,,821,2,3.58,14015208,4710
gosperglidergun.rle,hashlife,,828,2,3.695,15207352,4712
gosperglidergun.rle,hashlife,,836,2,3.715,16412400,4714
gosperglidergun.rle,hashlife,,836,2,3.745,17639424,4716
gosperglidergun.rle,hashlife,,846,2,3.76,18881480,4718
gosperglidergun.rle,hashlife,,833,2,3.835,20162816,4720
gosperglidergun.rle,hashlife,,839,2,3.83,21452592,4722
gosperglidergun.rle,hashlife,,841,2,3.97,22772176,4724
gosperglidergun.rle,hashlife,,829,2,2.885,23718608,4726
gosperglidergun.rle,hashlife,,838,2,3.01,13723528,4728
gosperglidergun.rle,hashlife,,839,2,7.95,16755304,4730
gosperglidergun.rle,hashlife,,834,2,3.74,17977584,4732
gosperglidergun.rle,hashlife,,828,2,3.645,19165328,4734
gosperglidergun.rle,hashlife,,832,2,3.6,20334296,4736
gosperglidergun.rle,hashlife,,835,2,3.55,21488088,4738
gosperglidergun.rle,hashlife,,826,2,3.44,22607176,4740
gosperglidergun.rle,hashlife,,833,2,3.715,24389472,4742
gosperglidergun.rle,hashlife,,841,2,3.675,25574416,4744
gosperglidergun.rle,hashlife,,841,2,3.79,15769704,4746
gosperglidergun.rle,hashlife,,851,2,3.71,17002248,4748
gosperglidergun.rle,hashlife,,838,2,3.79,18268832,4750
gosperglidergun.rle,hashlife,,844,2,3.87,19525544,4752
gosperglidergun.rle,hashlife,,846,2,3.885,20822832,4754
gosperglidergun.rle,hashlife,,834,2,3.99,22155528,4756
gosperglidergun.rle,hashlife,,843,2,3.99,23459280,4758
gosperglidergun.rle,hashlife,,844,2,2.9,24420752,4760
gosperglidergun.rle,hashlife,,839,2,2.96,25388376,4762
gosperglidergun.rle,hashlife,,833,2,8.175000001,28446608,4764
gosperglidergun.rle,hashlife,,837,2,4.07,16839528,4766
gosperglidergun.rle,hashlife,,840,2,3.445,8516816,4768
gosperglidergun.rle,hashlife,,831,2,3.49,9648576,4770
gosperglidergun.rle,hashlife,,838,2,3.555,10788352,4772
gosperglidergun.rle,hashlife,,846,2,3.455,11930064,4774
gosperglidergun.rle,hashlife,,846,2,3.88,13505976,4776
gosperglidergun.rle,hashlife,,856,2,3.755,14722480,4778
gosperglidergun.rle,hashlife,,843,2,3.785,15986056,4780
gosperglidergun.rle,hashlife,,849,2,3.875,17246640,4782
gosperglidergun.rle,hashlife,,851,2,3.86,18527544,4784
gosperglidergun.rle,hashlife,,839,2,3.845,19814800,4786
gosperglidergun.rle,hashlife,,848,2,4.24,10112800,4788
gosperglidergun.rle,hashlife,,849,2,3.910000001,11450424,4790
gosperglidergun.rle,hashlife,,844,2,4.065,12822000,4792
gosperglidergun.rle,hashlife,,838,2,2.935,13779016,4794
gosperglidergun.rle,hashlife,,842,2,2.935,14738408,4796
gosperglidergun.rle,hashlife,,845,2,7.94,17768344,4798
gosperglidergun.rle,hashlife,,836,2,3.465,18903816,4800
gosperglidergun.rle,hashlife,,843,2,3.39,19998200,4802
gosperglidergun.rle,hashlife,,851,2,3.435,21120152,4804
gosperglidergun.rle,hashlife,,851,2,3.52,22289960,4806
gosperglidergun.rle,hashlife,,861,2,3.515,11675864,4808
gosperglidergun.rle,hashlife,,848,2,3.715,12906648,4810
gosperglidergun.rle,hashlife,,854,2,3.915,14932664,4812
gosperglidergun.rle,hashlife,,856,2,3.84,16228216,4814
gosperglidergun.rle,hashlife,,844,2,3.83,17512816,4816
gosperglidergun.rle,hashlife,,853,2,3.69,18748864,4818
gosperglidergun.rle,hashlife,,854,2,3.84,20051992,4820
gosperglidergun.rle,hashlife,,849,2,3.95,21397152,4822
gosperglidergun.rle,hashlife,,843,2,3.965,22735920,4824
gosperglidergun.rle,hashlife,,847,2,4.005,24073472,4826
gosperglidergun.rle,hashlife,,850,2,2.925,13712360,4828
gosperglidergun.rle,hashlife,,841,2,3.06,14692128,4830
gosperglidergun.rle,hashlife,,848,2,7.835,17713688,4832
gosperglidergun.rle,hashlife,,856,2,3.49,18857512,4834
gosperglidergun.rle,hashlife,,856,2,3.445,19983920,4836
gosperglidergun.rle,hashlife,,866,2,3.54,21161120,4838
gosperglidergun.rle,hashlife,,853,2,3.72,22380896,4840
gosperglidergun.rle,hashlife,,859,2,3.71,23591328,4842
gosperglidergun.rle,hashlife,,861,2,3.935,25600064,4844
gosperglidergun.rle,hashlife,,849,2,3.830000001,15400496,4846
gosperglidergun.rle,hashlife,,858,2,3.665,16640920,4848
gosperglidergun.rle,hashlife,,859,2,3.8,17922480,4850
gosperglidergun.rle,hashlife,,854,2,3.835,19219328,4852
gosperglidergun.rle,hashlife,,848,2,3.825,20506088,4854
gosperglidergun.rle,hashlife,,852,2,3.86,21804232,4856
gosperglidergun.rle,hashlife,,855,2,3.86,23118688,4858
gosperglidergun.rle,hashlife,,846,2,3.81,24407664,4860
gosperglidergun.rle,hashlife,,853,2,2.895,25375920,4862
gosperglidergun.rle,hashlife,,861,2,2.94,26359376,4864
gosperglidergun.rle,hashlife,,861,2,7.895,18667256,4866
gosperglidergun.rle,hashlife,,871,2,3.540000001,19831616,4868
gosperglidergun.rle,hashlife,,858,2,3.675,21004944,4870
gosperglidergun.rle,hashlife,,864,2,3.635,22194672,4872
gosperglidergun.rle,hashlife,,866,2,3.775,23444392,4874
gosperglidergun.rle,hashlife,,854,2,3.85,24694304,4876
gosperglidergun.rle,hashlife,,863,2,3.835,26316360,4878
gosperglidergun.rle,hashlife,,864,2,3.79,27590192,4880
gosperglidergun.rle,hashlife,,859,2,3.9,28886400,4882
gosperglidergun.rle,hashlife,,853,2,3.795,18731688,4884
gosperglidergun.rle,hashlife,,857,2,3.805000001,20013664,4886
gosperglidergun.rle,hashlife,,860,2,3.86,21287176,4888
gosperglidergun.rle,hashlife,,851,2,3.815,22556600,4890
gosperglidergun.rle,hashlife,,858,2,3.8,23847096,4892
gosperglidergun.rle,hashlife,,866,2,3.91,25154808,4894
gosperglidergun.rle,hashlife,,866,2,2.985,26141320,4896
gosperglidergun.rle,hashlife,,876,2,2.955,27140128,4898
gosperglidergun.rle,hashlife,,863,2,8.155,30228288,4900
gosperglidergun.rle,hashlife,,869,2,4.024999999,8619160,4902
gosperglidergun.rle,hashlife,,871,2,3.565,9836176,4904
gosperglidergun.rle,hashlife,,859,2,3.595,11056176,4906
gosperglidergun.rle,hashlife,,868,2,3.54,12254936,4908
gosperglidergun.rle,hashlife,,869,2,3.7,13508608,4910
gosperglidergun.rle,hashlife,,864,2,3.865,15443688,4912
gosperglidergun.rle,hashlife,,858,2,3.685,16699384,4914
gosperglidergun.rle,hashlife,,862,2,3.705,17948080,4916
gosperglidergun.rle,hashlife,,865,2,3.69,19196520,4918
gosperglidergun.rle,hashlife,,856,2,3.575,20412648,4920
gosperglidergun.rle,hashlife,,863,2,3.63,21651360,4922
gosperglidergun.rle,hashlife,,871,2,3.69,10945448,4924
gosperglidergun.rle,hashlife,,871,2,3.855,12259328,4926
gosperglidergun.rle,hashlife,,881,2,3.865,13582744,4928
gosperglidergun.rle,hashlife,,868,2,2.885,14559000,4930
gosperglidergun.rle,hashlife,,874,2,2.93,15548880,4932
gosperglidergun.rle,hashlife,,876,2,8.125,18716120,4934
gosperglidergun.rle,hashlife,,864,2,3.73,19949792,4936
gosperglidergun.rle,hashlife,,873,2,3.515,21109432,4938
gosperglidergun.rle,hashlife,,874,2,3.705,22348000,4940
gosperglidergun.rle,hashlife,,869,2,3.93,12119296,4942
gosperglidergun.rle,hashlife,,863,2,3.68,13350312,4944
gosperglidergun.rle,hashlife,,867,2,3.84,14983352,4946
gosperglidergun.rle,hashlife,,870,2,3.625,16207576,4948
gosperglidergun.rle,hashlife,,861,2,3.63,17419888,4950
gosperglidergun.rle,hashlife,,868,2,3.64,18653800,4952
gosperglidergun.rle,hashlife,,876,2,3.665,19898520,4954
gosperglidergun.rle,hashlife,,876,2,3.785,21175688,4956
gosperglidergun.rle,hashlife,,886,2,3.83,22477232,4958
gosperglidergun.rle,hashlife,,873,2,3.965,23817704,4960
gosperglidergun.rle,hashlife,,879,2,3.875,13980328,4962
gosperglidergun.rle,hashlife,,881,2,2.939999999,14969616,4964
gosperglidergun.rle,hashlife,,869,2,2.965,15975496,4966
gosperglidergun.rle,hashlife,,878,2,7.92,19029592,4968
gosperglidergun.rle,hashlife,,879,2,3.78,20283112,4970
gosperglidergun.rle,hashlife,,874,2,3.705,21515584,4972
gosperglidergun.rle,hashlife,,868,2,3.875,22756064,4974
gosperglidergun.rle,hashlife,,872,2,3.774999999,23986312,4976
gosperglidergun.rle,hashlife,,875,2,3.605,25178152,4978
gosperglidergun.rle,hashlife,,866,2,3.605,15969256,4980
gosperglidergun.rle,hashlife,,873,2,3.575,17166016,4982
gosperglidergun.rle,hashlife,,881,2,3.665000001,18379096,4984
gosperglidergun.rle,hashlife,,881,2,3.74,19618200,4986
gosperglidergun.rle,hashlife,,891,2,3.75,20871576,4988
gosperglidergun.rle,hashlife,,878,2,3.884999999,22166040,4990
gosperglidergun.rle,hashlife,,884,2,3.915,23474952,4992
gosperglidergun.rle,hashlife,,886,2,4.015,24824384,4994
gosperglidergun.rle,hashlife,,874,2,4.11,26202888,4996
gosperglidergun.rle,hashlife,,883,2,2.99,27193952,4998
gosperglidergun.rle,hashlife,,884,2,3.38,16917776,5000
gosperglidergun.rle,hashlife,,879,2,8.505,13104600,5002
gosperglidergun.rle,hashlife,,873,2,3.725,14378520,5004
gosperglidergun.rle,hashlife,,877,2,3.625,15582008,5006
gosperglidergun.rle,hashlife,,880,2,3.495000001,16765288,5008
gosperglidergun.rle,hashlife,,871,2,3.475,17947424,5010
gosperglidergun.rle,hashlife,,878,2,3.465,19116128,5012
gosperglidergun.rle,hashlife,,886,2,3.660000001,20706232,5014
gosperglidergun.rle,hashlife,,886,2,3.605,9420216,5016
gosperglidergun.rle,hashlife,,896,2,3.615,10668376,5018
gosperglidergun.rle,hashlife,,883,2,3.82,11958240,5020
gosperglidergun.rle,hashlife,,889,2,3.715,13245632,5022
gosperglidergun.rle,hashlife,,891,2,3.785,14561568,5024
gosperglidergun.rle,hashlife,,879,2,3.87,15909440,5026
gosperglidergun.rle,hashlife,,888,2,3.81,17233776,5028
gosperglidergun.rle,hashlife,,889,2,4.065,18615240,5030
gosperglidergun.rle,hashlife,,884,2,2.925,19616776,5032
gosperglidergun.rle,hashlife,,878,2,2.965,20632992,5034
gosperglidergun.rle,hashlife,,882,2,9.055,12755656,5036
gosperglidergun.rle,hashlife,,885,2,3.55,11620656,5038
gosperglidergun.rle,hashlife,,876,2,3.405,12774744,5040
gosperglidergun.rle,hashlife,,883,2,3.435,13926688,5042
gosperglidergun.rle,hashlife,,891,2,3.45,15086744,5044
gosperglidergun.rle,hashlife,,891,2,3.495,16268840,5046
gosperglidergun.rle,hashlife,,901,2,3.55,17475936,5048
gosperglidergun.rle,hashlife,,888,2,3.82,19417520,5050
gosperglidergun.rle,hashlife,,894,2,3.66,9556400,5052
gosperglidergun.rle,hashlife,,896,2,3.9,10870016,5054
gosperglidergun.rle,hashlife,,884,2,3.78,12173920,5056
gosperglidergun.rle,hashlife,,893,2,3.655,13444392,5058
gosperglidergun.rle,hashlife,,894,2,3.84,14781296,5060
gosperglidergun.rle,hashlife,,889,2,4.01,16166968,5062
gosperglidergun.rle,hashlife,,883,2,3.99,17552256,5064
gosperglidergun.rle,hashlife,,887,2,2.92,18558232,5066
gosperglidergun.rle,hashlife,,890,2,2.94,19576904,5068
gosperglidergun.rle,hashlife,,881,2,7.9,22654160,5070
gosperglidergun.rle,hashlife,,888,2,6.415,11135880,5072
gosperglidergun.rle,hashlife,,896,2,3.345,8371760,5074
gosperglidergun.rle,hashlife,,896,2,3.435,9542224,5076
gosperglidergun.rle,hashlife,,906,2,3.54,10747880,5078
gosperglidergun.rle,hashlife,,893,2,3.575,11976104,5080
gosperglidergun.rle,hashlife,,899,2,3.875,13616152,5082
gosperglidergun.rle,hashlife,,901,2,3.805,14912504,5084
gosperglidergun.rle,hashlife,,889,2,3.88,16222208,5086
gosperglidergun.rle,hashlife,,898,2,3.7,17488928,5088
gosperglidergun.rle,hashlife,,899,2,3.8,18794784,5090
gosperglidergun.rle,hashlife,,894,2,3.87,20129416,5092
gosperglidergun.rle,hashlife,,888,2,3.9,21480592,5094
gosperglidergun.rle,hashlife,,892,2,3.92,10372952,5096
gosperglidergun.rle,hashlife,,895,2,3.87,11725928,5098
gosperglidergun.rle,hashlife,,886,2,2.92,12733792,5100
gosperglidergun.rle,hashlife,,893,2,2.955,13753344,5102
gosperglidergun.rle,hashlife,,901,2,7.855,16917752,5104
gosperglidergun.rle,hashlife,,901,2,3.43,8129056,5106
gosperglidergun.rle,hashlife,,911,2,3.385,9284656,5108
gosperglidergun.rle,hashlife,,898,2,3.545,10498640,5110
gosperglidergun.rle,hashlife,,904,2,3.5,11708792,5112
gosperglidergun.rle,hashlife,,906,2,3.645,12970960,5114
gosperglidergun.rle,hashlife,,894,2,3.865,14636880,5116
gosperglidergun.rle,hashlife,,903,2,3.59,15874600,5118
gosperglidergun.rle,hashlife,,904,2,3.725,17165288,5120
gosperglidergun.rle,hashlife,,899,2,3.885,18483320,5122
gosperglidergun.rle,hashlife,,893,2,3.77,19778520,5124
gosperglidergun.rle,hashlife,,897,2,3.8,21084344,5126
gosperglidergun.rle,hashlife,,900,2,3.83,10524624,5128
gosperglidergun.rle,hashlife,,891,2,3.755,11836568,5130
gosperglidergun.rle,hashlife,,898,2,3.815,13163224,5132
gosperglidergun.rle,hashlife,,906,2,2.945,14178184,5134
gosperglidergun.rle,hashlife,,906,2,2.945,15199904,5136
gosperglidergun.rle,hashlife,,916,2,7.895,18308184,5138
gosperglidergun.rle,hashlife,,903,2,3.61,19541224,5140
gosperglidergun.rle,hashlife,,909,2,3.52,20728320,5142
gosperglidergun.rle,hashlife,,911,2,3.665000001,21979944,5144
gosperglidergun.rle,hashlife,,899,2,3.71,11627480,5146
gosperglidergun.rle,hashlife,,908,2,3.545,12848512,5148
gosperglidergun.rle,hashlife,,909,2,3.845,14532088,5150
gosperglidergun.rle,hashlife,,904,2,3.795,15835248,5152
gosperglidergun.rle,hashlife,,898,2,3.755,17129576,5154
gosperglidergun.rle,hashlife,,902,2,3.75,18419560,5156
gosperglidergun.rle,hashlife,,905,2,3.675,19695024,5158
gosperglidergun.rle,hashlife,,896,2,3.64,20954912,5160
gosperglidergun.rle,hashlife,,903,2,3.76,22240920,5162
gosperglidergun.rle,hashlife,,911,2,3.790000001,23560456,5164
gosperglidergun.rle,hashlife,,911,2,4.475,11094856,5166
gosperglidergun.rle,hashlife,,921,2,2.86,12096696,5168
gosperglidergun.rle,hashlife,,908,2,2.98,13100176,5170
gosperglidergun.rle,hashlife,,914,2,7.910000001,16215016,5172
gosperglidergun.rle,hashlife,,916,2,3.705,17478240,5174
gosperglidergun.rle,hashlife,,904,2,3.645,8308472,5176
gosperglidergun.rle,hashlife,,913,2,3.475,9506832,5178
gosperglidergun.rle,hashlife,,914,2,3.61,10767216,5180
gosperglidergun.rle,hashlife,,909,2,3.67,12037272,5182
gosperglidergun.rle,hashlife,,903,2,3.765,13750424,5184
gosperglidergun.rle,hashlife,,907,2,3.62,15003456,5186
gosperglidergun.rle,hashlife,,910,2,3.595,16249072,5188
gosperglidergun.rle,hashlife,,901,2,3.605,17489624,5190
gosperglidergun.rle,hashlife,,908,2,3.615,18742032,5192
gosperglidergun.rle,hashlife,,916,2,3.675,20017448,5194
gosperglidergun.rle,hashlife,,916,2,3.805,21334312,5196
gosperglidergun.rle,hashlife,,926,2,4.970000001,10688904,5198
gosperglidergun.rle,hashlife,,913,2,3.86,12047648,5200
gosperglidergun.rle,hashlife,,919,2,2.93,13051392,5202
gosperglidergun.rle,hashlife,,921,2,2.925,14071520,5204
gosperglidergun.rle,hashlife,,909,2,8.005,17221720,5206
gosperglidergun.rle,hashlife,,918,2,3.585,18449784,5208
gosperglidergun.rle,hashlife,,919,2,3.65,19695976,5210
gosperglidergun.rle,hashlife,,914,2,3.745,20976528,5212
gosperglidergun.rle,hashlife,,908,2,3.73,22252752,5214
gosperglidergun.rle,hashlife,,912,2,3.605,11785248,5216
gosperglidergun.rle,hashlife,,915,2,3.7,13547520,5218
gosperglidergun.rle,hashlife,,906,2,3.495,14757848,5220
gosperglidergun.rle,hashlife,,913,2,3.59,15994008,5222
gosperglidergun.rle,hashlife,,921,2,3.63,17247512,5224
gosperglidergun.rle,hashlife,,921,2,3.71,18528192,5226
gosperglidergun.rle,hashlife,,931,2,3.715,19820152,5228
gosperglidergun.rle,hashlife,,918,2,3.865,21161944,5230
gosperglidergun.rle,hashlife,,924,2,3.865,22512688,5232
gosperglidergun.rle,hashlife,,926,2,3.925,23882168,5234
