filename,algorithm,generation,population,stepSize,time,memory
gosperglidergun.rle,step-by-step,0,0,1,0,11301360
gosperglidergun.rle,step-by-step,1,39,1,3.235000000335276,10294656
gosperglidergun.rle,step-by-step,2,43,1,0.6949999998323619,10466408
gosperglidergun.rle,step-by-step,3,48,1,1.334999999962747,10659480
gosperglidergun.rle,step-by-step,4,51,1,1.0699999993667006,10840248
gosperglidergun.rle,step-by-step,5,44,1,0.5549999997019768,11022672
gosperglidergun.rle,step-by-step,6,51,1,0.5349999996833503,11192232
gosperglidergun.rle,step-by-step,7,48,1,1.1699999999254942,10468360
gosperglidergun.rle,step-by-step,8,61,1,0.599999999627471,10665824
gosperglidergun.rle,step-by-step,9,42,1,0.6049999999813735,10857728
gosperglidergun.rle,step-by-step,10,48,1,0.6349999997764826,11060760
gosperglidergun.rle,step-by-step,11,50,1,0.599999999627471,11253488
gosperglidergun.rle,step-by-step,12,54,1,1.1049999999813735,10439920
gosperglidergun.rle,step-by-step,13,55,1,0.6250000004656613,10646272
gosperglidergun.rle,step-by-step,14,56,1,0.6349999997764826,10858088
gosperglidergun.rle,step-by-step,15,42,1,3.239999999757856,11070040
gosperglidergun.rle,step-by-step,16,44,1,0.5050000003539026,11288080
gosperglidergun.rle,step-by-step,17,47,1,0.9650000003166497,10438152
gosperglidergun.rle,step-by-step,18,53,1,0.5099999997764826,10614464
gosperglidergun.rle,step-by-step,19,54,1,0.5150000005960464,10800912
gosperglidergun.rle,step-by-step,20,54,1,0.5599999995902181,11003472
gosperglidergun.rle,step-by-step,21,54,1,0.6150000002235174,11211848
gosperglidergun.rle,step-by-step,22,49,1,1.1150000002235174,10403016
gosperglidergun.rle,step-by-step,23,60,1,0.5700000002980232,10610488
gosperglidergun.rle,step-by-step,24,43,1,0.5499999998137355,10804160
gosperglidergun.rle,step-by-step,25,50,1,0.5599999995902181,11004216
gosperglidergun.rle,step-by-step,26,47,1,0.529999999795109,11190344
gosperglidergun.rle,step-by-step,27,47,1,0.5549999997019768,11380440
gosperglidergun.rle,step-by-step,28,50,1,0.9699999997392297,10548200
gosperglidergun.rle,step-by-step,29,48,1,0.5499999998137355,10743912
gosperglidergun.rle,step-by-step,30,41,1,0.5249999999068677,10932032
gosperglidergun.rle,step-by-step,31,44,1,0.48999999975785613,11108432
gosperglidergun.rle,step-by-step,32,48,1,0.5349999996833503,11270232
gosperglidergun.rle,step-by-step,33,53,1,1.1150000002235174,10428608
gosperglidergun.rle,step-by-step,34,56,1,0.5350000001490116,10614760
gosperglidergun.rle,step-by-step,35,49,1,0.5550000001676381,10811232
gosperglidergun.rle,step-by-step,36,56,1,0.5699999998323619,10999176
gosperglidergun.rle,step-by-step,37,53,1,0.595000000204891,11203752
gosperglidergun.rle,step-by-step,38,66,1,0.654999999795109,11415408
gosperglidergun.rle,step-by-step,39,47,1,1.0749999997206032,10608952
gosperglidergun.rle,step-by-step,40,53,1,0.6099999998696148,10826896
gosperglidergun.rle,step-by-step,41,55,1,0.5749999997206032,11031624
gosperglidergun.rle,step-by-step,42,59,1,0.654999999795109,11243280
gosperglidergun.rle,step-by-step,43,60,1,1.2199999997392297,10455224
gosperglidergun.rle,step-by-step,44,61,1,0.6200000001117587,10673304
gosperglidergun.rle,step-by-step,45,47,1,0.6699999999254942,10897168
gosperglidergun.rle,step-by-step,46,49,1,0.6599999996833503,11111120
gosperglidergun.rle,step-by-step,47,52,1,0.5200000004842877,11300288
gosperglidergun.rle,step-by-step,48,58,1,0.9849999994039536,10488768
gosperglidergun.rle,step-by-step,49,59,1,0.5849999999627471,10697168
gosperglidergun.rle,step-by-step,50,59,1,0.6350000002421439,10922368
gosperglidergun.rle,step-by-step,51,59,1,0.6400000001303852,11150776
gosperglidergun.rle,step-by-step,52,54,1,0.6350000002421439,11374288
gosperglidergun.rle,step-by-step,53,65,1,1.1300000003539026,10593856
gosperglidergun.rle,step-by-step,54,48,1,0.5899999993853271,10808288
gosperglidergun.rle,step-by-step,55,55,1,0.6150000002235174,11025744
gosperglidergun.rle,step-by-step,56,52,1,0.599999999627471,11236352
gosperglidergun.rle,step-by-step,57,52,1,0.5949999997392297,11448360
gosperglidergun.rle,step-by-step,58,55,1,0.9100000001490116,10638616
gosperglidergun.rle,step-by-step,59,53,1,0.5649999999441206,10841376
gosperglidergun.rle,step-by-step,60,46,1,0.5649999994784594,11044840
gosperglidergun.rle,step-by-step,61,49,1,0.5650000004097819,11243168
gosperglidergun.rle,step-by-step,62,53,1,0.5449999999254942,11432792
gosperglidergun.rle,step-by-step,63,58,1,0.8699999996460974,10618896
gosperglidergun.rle,step-by-step,64,61,1,0.7299999999813735,10828832
gosperglidergun.rle,step-by-step,65,54,1,0.5800000000745058,11053184
gosperglidergun.rle,step-by-step,66,61,1,0.5400000000372529,11264016
gosperglidergun.rle,step-by-step,67,58,1,0.5749999997206032,11486024
gosperglidergun.rle,step-by-step,68,71,1,0.9199999999254942,10706368
gosperglidergun.rle,step-by-step,69,52,1,0.5750000001862645,10939256
gosperglidergun.rle,step-by-step,70,58,1,0.595000000204891,11174632
gosperglidergun.rle,step-by-step,71,60,1,0.5800000005401671,11399376
gosperglidergun.rle,step-by-step,72,64,1,0.9199999999254942,10643456
gosperglidergun.rle,step-by-step,73,65,1,0.599999999627471,10883776
gosperglidergun.rle,step-by-step,74,66,1,0.6000000005587935,11121888
gosperglidergun.rle,step-by-step,75,52,1,0.625,11368416
gosperglidergun.rle,step-by-step,76,54,1,0.8950000000186265,10584968
gosperglidergun.rle,step-by-step,77,57,1,0.5500000002793968,10796104
gosperglidergun.rle,step-by-step,78,63,1,0.5850000004284084,11016880
gosperglidergun.rle,step-by-step,79,64,1,0.6100000003352761,11247904
gosperglidergun.rle,step-by-step,80,64,1,0.6299999998882413,11490568
gosperglidergun.rle,step-by-step,81,64,1,0.9699999997392297,10732928
gosperglidergun.rle,step-by-step,82,59,1,0.6100000003352761,10979144
gosperglidergun.rle,step-by-step,83,70,1,0.6300000003539026,11226744
gosperglidergun.rle,step-by-step,84,53,1,0.6149999997578561,11461200
gosperglidergun.rle,step-by-step,85,60,1,0.9449999998323619,10700184
gosperglidergun.rle,step-by-step,86,57,1,0.5800000000745058,10928296
gosperglidergun.rle,step-by-step,87,57,1,0.6049999999813735,11160376
gosperglidergun.rle,step-by-step,88,60,1,0.6000000005587935,11394384
gosperglidergun.rle,step-by-step,89,58,1,0.8849999997764826,10599360
gosperglidergun.rle,step-by-step,90,51,1,0.6049999999813735,10822912
gosperglidergun.rle,step-by-step,91,54,1,0.599999999627471,11049064
gosperglidergun.rle,step-by-step,92,58,1,0.5400000000372529,11257984
gosperglidergun.rle,step-by-step,93,63,1,0.5800000000745058,11478200
