filename,algorithm,generation,population,stepSize,time,memory
gosperglidergun.rle,hashlife,0,0,4,0,11958016
gosperglidergun.rle,hashlife,4,51,4,8.140000000130385,12903488
gosperglidergun.rle,hashlife,8,61,4,7.080000000074506,13088584
gosperglidergun.rle,hashlife,12,54,4,5.204999999143183,8023424
gosperglidergun.rle,hashlife,16,44,4,4.21999999973923,8243328
gosperglidergun.rle,hashlife,20,54,4,3.3799999998882413,8288384
gosperglidergun.rle,hashlife,24,43,4,3.4050000007264316,8418832
gosperglidergun.rle,hashlife,28,50,4,3.3849999997764826,8468576
gosperglidergun.rle,hashlife,32,48,4,3.6450000000186265,8525656
gosperglidergun.rle,hashlife,36,56,4,3.0600000000558794,8604920
gosperglidergun.rle,hashlife,40,53,4,3.37000000057742,8734640
gosperglidergun.rle,hashlife,44,61,4,4.390000000130385,9315152
gosperglidergun.rle,hashlife,48,58,4,3.3249999997206032,9282536
gosperglidergun.rle,hashlife,52,54,4,3.3149999999441206,9972160
gosperglidergun.rle,hashlife,56,52,4,3.1150000006891787,9462872
gosperglidergun.rle,hashlife,60,46,4,3.234999999869615,10130048
gosperglidergun.rle,hashlife,64,61,4,2.6850000005215406,9525672
gosperglidergun.rle,hashlife,68,71,4,2.720000000204891,10080984
gosperglidergun.rle,hashlife,72,64,4,2.8149999999441206,9747032
gosperglidergun.rle,hashlife,76,54,4,2.8849999997764826,10368152
gosperglidergun.rle,hashlife,80,64,4,4.5,10354368
gosperglidergun.rle,hashlife,84,53,4,3.2500000009313226,10318480
gosperglidergun.rle,hashlife,88,60,4,2.9249999998137355,10893984
gosperglidergun.rle,hashlife,92,58,4,2.739999999757856,11383272
gosperglidergun.rle,hashlife,96,66,4,3.0200000000186265,10420864
gosperglidergun.rle,hashlife,100,63,4,3.0600000000558794,10952880
gosperglidergun.rle,hashlife,104,71,4,3.4450000002980232,8446584
gosperglidergun.rle,hashlife,108,68,4,3.1300000003539026,9064472
gosperglidergun.rle,hashlife,112,64,4,3.455000000074506,9670304
gosperglidergun.rle,hashlife,116,62,4,3.345000000204891,10259264
gosperglidergun.rle,hashlife,120,56,4,3.294999999459833,10835448
gosperglidergun.rle,hashlife,124,71,4,3.63499999884516,11813992
gosperglidergun.rle,hashlife,128,81,4,3.3549999995157123,9402904
gosperglidergun.rle,hashlife,132,74,4,3.114999999292195,10055848
gosperglidergun.rle,hashlife,136,64,4,3.4299999997019768,10777584
gosperglidergun.rle,hashlife,140,74,4,2.830000000074506,11274488
gosperglidergun.rle,hashlife,144,63,4,2.6599999996833503,9697832
gosperglidergun.rle,hashlife,148,70,4,2.705000000074506,10212208
gosperglidergun.rle,hashlife,152,68,4,2.690000000409782,10747576
gosperglidergun.rle,hashlife,156,76,4,2.7299999999813735,11304824
gosperglidergun.rle,hashlife,160,73,4,2.8000000002793968,11882688
gosperglidergun.rle,hashlife,164,81,4,2.864999999292195,10277608
gosperglidergun.rle,hashlife,168,78,4,2.875,10898992
gosperglidergun.rle,hashlife,172,74,4,4.710000000428408,12145216
gosperglidergun.rle,hashlife,176,72,4,3.3599999994039536,10970784
gosperglidergun.rle,hashlife,180,66,4,3.0000000004656613,11591040
gosperglidergun.rle,hashlife,184,81,4,2.7800000007264316,12147136
gosperglidergun.rle,hashlife,188,91,4,2.959999999497086,12768896
gosperglidergun.rle,hashlife,192,84,4,3.2299999995157123,8430576
gosperglidergun.rle,hashlife,196,74,4,3.4350000005215406,9151888
